DEBUG 2019-09-19 16:22:45,509 utils 5052 8928 (0.000) None; args=(2,)
DEBUG 2019-09-19 17:23:48,203 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'contenttypes' AND `django_content_type`.`model` = 'contenttype'); args=('contenttypes', 'contenttype')
DEBUG 2019-09-19 17:23:48,205 utils 1888 4304 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (5) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
DEBUG 2019-09-19 17:23:48,207 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'contenttypes'; args=('contenttypes',)
DEBUG 2019-09-19 17:23:48,209 utils 1888 4304 (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'sessions' AND `django_content_type`.`model` = 'session'); args=('sessions', 'session')
DEBUG 2019-09-19 17:23:48,211 utils 1888 4304 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (6) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6,)
DEBUG 2019-09-19 17:23:48,213 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'sessions'; args=('sessions',)
DEBUG 2019-09-19 17:23:48,216 utils 1888 4304 (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'product'); args=('index', 'product')
DEBUG 2019-09-19 17:23:48,219 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'type'); args=('index', 'type')
DEBUG 2019-09-19 17:23:48,221 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'city'); args=('index', 'city')
DEBUG 2019-09-19 17:23:48,223 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'person'); args=('index', 'person')
DEBUG 2019-09-19 17:23:48,225 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'province'); args=('index', 'province')
DEBUG 2019-09-19 17:23:48,228 utils 1888 4304 (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (7, 8, 9, 10, 11) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(7, 8, 9, 10, 11)
DEBUG 2019-09-19 17:23:48,232 utils 1888 4304 (0.001) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add province', 10, 'add_province'), ('Can change province', 10, 'change_province'), ('Can delete province', 10, 'delete_province'); args=('Can add province', 10, 'add_province', 'Can change province', 10, 'change_province', 'Can delete province', 10, 'delete_province')
DEBUG 2019-09-19 17:23:48,241 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'index'; args=('index',)
DEBUG 2019-09-19 17:24:30,378 utils 10076 9628 (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
DEBUG 2019-09-19 17:24:30,379 utils 10076 9628 (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:24:30,380 utils 10076 9628 (0.000) SELECT VERSION(); args=None
DEBUG 2019-09-19 17:24:30,383 utils 10076 9628 (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:24:30,385 utils 10076 9628 (0.001) SELECT `index_person`.`id`, `index_person`.`name`, `index_person`.`living_id`, `index_city`.`id`, `index_city`.`name`, `index_city`.`provice_id`, `index_province`.`id`, `index_province`.`name` FROM `index_person` INNER JOIN `index_city` ON (`index_person`.`living_id` = `index_city`.`id`) INNER JOIN `index_province` ON (`index_city`.`provice_id` = `index_province`.`id`) WHERE `index_person`.`name` = '卢建斌'; args=('卢建斌',)
DEBUG 2019-09-19 17:25:24,075 utils 9820 3140 (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
DEBUG 2019-09-19 17:25:24,076 utils 9820 3140 (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:25:24,077 utils 9820 3140 (0.000) SELECT VERSION(); args=None
DEBUG 2019-09-19 17:25:24,098 utils 9820 3140 (0.001) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:25:24,100 utils 9820 3140 (0.001) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:25:24,103 utils 9820 3140 (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:25:30,156 utils 6140 6132 (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
DEBUG 2019-09-19 17:25:30,157 utils 6140 6132 (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:25:30,158 utils 6140 6132 (0.001) SELECT @@sql_mode; args=None
DEBUG 2019-09-19 17:25:30,162 utils 6140 6132 (0.001) SELECT VERSION(); args=None
DEBUG 2019-09-19 17:25:30,183 utils 6140 6132 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:25:30,186 utils 6140 6132 (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:25:30,188 utils 6140 6132 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:25:30,189 utils 6140 6132 (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:25:30,203 utils 6140 6132 (0.001) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:25:30,207 utils 6140 6132 (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = DATABASE() AND
                kc.table_name = 'index_city'
        ; args=['index_city']
DEBUG 2019-09-19 17:25:30,210 utils 6140 6132 (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = DATABASE() AND
                c.table_name = 'index_city'
        ; args=['index_city']
DEBUG 2019-09-19 17:25:30,212 utils 6140 6132 (0.000) SHOW INDEX FROM `index_city`; args=None
DEBUG 2019-09-19 17:25:30,212 schema 6140 6132 ALTER TABLE `index_city` DROP FOREIGN KEY `index_city_provice_id_50d765af_fk_index_province_id`; (params ())
DEBUG 2019-09-19 17:25:30,244 utils 6140 6132 (0.031) ALTER TABLE `index_city` DROP FOREIGN KEY `index_city_provice_id_50d765af_fk_index_province_id`; args=()
DEBUG 2019-09-19 17:25:30,244 schema 6140 6132 ALTER TABLE `index_city` CHANGE `provice_id` `province_id` integer NOT NULL; (params ())
DEBUG 2019-09-19 17:25:30,257 utils 6140 6132 (0.012) ALTER TABLE `index_city` CHANGE `provice_id` `province_id` integer NOT NULL; args=()
DEBUG 2019-09-19 17:25:30,258 schema 6140 6132 ALTER TABLE `index_city` ADD CONSTRAINT `index_city_province_id_3b03635c_fk_index_province_id` FOREIGN KEY (`province_id`) REFERENCES `index_province` (`id`); (params ())
DEBUG 2019-09-19 17:25:30,389 utils 6140 6132 (0.130) ALTER TABLE `index_city` ADD CONSTRAINT `index_city_province_id_3b03635c_fk_index_province_id` FOREIGN KEY (`province_id`) REFERENCES `index_province` (`id`); args=()
DEBUG 2019-09-19 17:25:30,390 utils 6140 6132 (0.001) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:25:30,391 utils 6140 6132 (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('index', '0004_auto_20190919_1725', '2019-09-19 09:25:30.391358'); args=['index', '0004_auto_20190919_1725', '2019-09-19 09:25:30.391358']
DEBUG 2019-09-19 17:25:30,404 utils 6140 6132 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:25:30,405 utils 6140 6132 (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:25:30,407 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'admin' AND `django_content_type`.`model` = 'logentry'); args=('admin', 'logentry')
DEBUG 2019-09-19 17:25:30,409 utils 6140 6132 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (1) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
DEBUG 2019-09-19 17:25:30,411 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'admin'; args=('admin',)
DEBUG 2019-09-19 17:25:30,413 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'permission'); args=('auth', 'permission')
DEBUG 2019-09-19 17:25:30,415 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'group'); args=('auth', 'group')
DEBUG 2019-09-19 17:25:30,417 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'user'); args=('auth', 'user')
DEBUG 2019-09-19 17:25:30,420 utils 6140 6132 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (2, 3, 4) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2, 3, 4)
DEBUG 2019-09-19 17:25:30,422 utils 6140 6132 (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'auth'; args=('auth',)
DEBUG 2019-09-19 17:25:30,423 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'contenttypes' AND `django_content_type`.`model` = 'contenttype'); args=('contenttypes', 'contenttype')
DEBUG 2019-09-19 17:25:30,426 utils 6140 6132 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (5) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
DEBUG 2019-09-19 17:25:30,428 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'contenttypes'; args=('contenttypes',)
DEBUG 2019-09-19 17:25:30,430 utils 6140 6132 (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'sessions' AND `django_content_type`.`model` = 'session'); args=('sessions', 'session')
DEBUG 2019-09-19 17:25:30,433 utils 6140 6132 (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (6) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6,)
DEBUG 2019-09-19 17:25:30,436 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'sessions'; args=('sessions',)
DEBUG 2019-09-19 17:25:30,437 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'product'); args=('index', 'product')
DEBUG 2019-09-19 17:25:30,439 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'type'); args=('index', 'type')
DEBUG 2019-09-19 17:25:30,441 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'province'); args=('index', 'province')
DEBUG 2019-09-19 17:25:30,443 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'city'); args=('index', 'city')
DEBUG 2019-09-19 17:25:30,445 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'person'); args=('index', 'person')
DEBUG 2019-09-19 17:25:30,448 utils 6140 6132 (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (7, 8, 9, 10, 11) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(7, 8, 9, 10, 11)
DEBUG 2019-09-19 17:25:30,451 utils 6140 6132 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'index'; args=('index',)
